,event_id,cik,asset,economic_flows,none,neutral,negative,positive,reimbursement,name,event_type,begin_date,cpi_adjusted_cost
1515,5,60714,0,1,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1516,65,60714,0,1,0,0,1,0,0,U.S. Drought/Heat Wave (2012),Drought,2012-01-01,41705.2
1517,7,60714,0,1,0,0,1,1,0,Midwest/Plains/Southeast Drought (Spring-Summer 2006),Drought,2006-03-01,9536.7
1518,3,60751,0,1,0,0,0,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1519,30,60751,1,1,0,0,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1520,4,60751,0,1,0,0,1,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1521,3,60849,0,1,0,0,0,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1522,30,60849,1,0,0,1,0,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1523,4,60849,0,1,0,0,1,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1524,5,60849,0,1,0,0,0,1,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1525,139,61004,0,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
1526,195,61339,0,1,0,0,1,1,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1527,3,61478,0,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1528,4,61478,0,1,0,0,0,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1529,201,62234,1,0,0,0,1,0,0,Louisiana Flooding (May 2021),Flooding,2021-05-17,1569.6
1530,209,62234,1,0,0,0,1,0,0,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
1531,3,62262,1,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1532,4,62262,1,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1533,28,62362,1,1,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
1534,3,62362,1,1,1,1,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1535,30,62362,1,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1536,4,62362,1,1,1,1,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1537,3,62709,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1538,138,62996,0,1,0,0,1,1,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
1539,139,62996,0,1,0,0,1,1,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
1540,216,63330,0,1,0,0,1,0,0,Western Wildfires (Spring-Fall 2022),Wildfire,2022-04-01,3296.6
1541,254,63330,1,1,1,0,1,0,0,Hawaii Firestorm (August 2023),Wildfire,2023-08-08,5665.0
1542,3,63754,1,1,1,1,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1543,75,63754,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1544,30,63814,1,0,0,0,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1545,3,64040,0,1,0,1,0,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1546,28,64279,1,1,1,1,1,0,1,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
1547,3,64279,1,1,1,1,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1548,30,64279,1,1,1,1,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1549,4,64279,1,1,0,0,1,0,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1550,5,64279,0,1,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1551,62,64279,1,0,0,0,0,0,1,Hurricane Irene (August 2011),Tropical Cyclone,2011-08-26,18756.7
1552,74,64279,1,1,1,1,1,0,0,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08-26,3786.1
1553,264,64463,0,0,1,1,0,0,0,Central and Eastern Severe Weather (February 2024),Severe Storm,2024-02-27,1534.0
1554,265,64463,0,0,1,1,0,0,0,Central and Southern Severe Weather (March 2024),Severe Storm,2024-03-12,6151.6
1555,266,64463,0,0,1,1,0,0,0,Central Tornado Outbreak and Eastern Severe Weather (April 2024),Severe Storm,2024-04-01,2465.5
1556,268,64463,0,0,1,1,0,0,0,Central and Southern Tornado Outbreak (April 2024),Severe Storm,2024-04-26,1697.8
1557,269,64463,0,0,1,1,0,0,0,Central Southern Southeastern Tornado Outbreak (May 2024),Severe Storm,2024-05-06,6571.0
1558,273,64463,0,0,1,1,0,0,0,Central Tornado Outbreak (May 2024),Severe Storm,2024-05-25,3466.4
1559,138,64803,1,0,0,0,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
1560,139,64803,1,0,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
1561,140,64803,1,0,0,0,1,0,0,Hurricane Maria (September 2017),Tropical Cyclone,2017-09-19,115200.0
1562,3,64803,1,0,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1563,4,64803,1,0,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1564,3,64892,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1565,100,64996,0,1,0,0,1,0,0,South and Southeast Severe Weather (April 2015),Severe Storm,2015-04-24,1255.8
1566,101,64996,1,1,0,0,1,0,0,Southern Plains Tornadoes (May 2015),Severe Storm,2015-05-06,1691.9
1567,103,64996,1,1,0,0,1,0,0,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-06-01,3996.9
1568,106,64996,0,1,0,0,1,0,0,Texas Tornadoes and Midwest Flooding (December 2015),Severe Storm,2015-12-26,2609.3
1569,110,64996,0,1,0,0,1,0,0,Southern Severe Weather (March 2016),Severe Storm,2016-03-17,1597.6
1570,112,64996,0,1,0,0,1,0,0,North/Central Texas Hail Storm (April 2016),Severe Storm,2016-04-10,4618.1
1571,117,64996,1,1,0,0,1,0,1,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-06-01,3137.5
1572,122,64996,1,1,0,0,1,0,0,Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,2017-01-20,1436.5
1573,123,64996,1,1,0,0,1,0,0,California Flooding (February 2017),Flooding,2017-02-08,1950.0
1574,124,64996,1,1,0,0,1,0,0,Central/Southeast Tornado Outbreak (March 2017),Severe Storm,2017-02-28,2347.8
1575,128,64996,1,1,0,0,1,0,0,South/Southeast Severe Weather (March 2017),Severe Storm,2017-03-26,3476.6
1576,130,64996,1,1,0,0,1,0,0,South and Southeast Severe Weather (April 2017),Severe Storm,2017-04-20,1152.0
1577,134,64996,1,1,0,0,1,0,1,Western Wildfires California Firestorm (Summer-Fall 2017),Wildfire,2017-06-01,23226.5
1578,138,64996,1,1,0,0,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
1579,139,64996,1,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
1580,141,64996,1,1,0,0,1,0,0,Central and Eastern Winter Storm (January 2018),Winter Storm,2018-01-03,1324.6
1581,142,64996,1,0,0,0,1,0,0,Northeast Winter Storm (March 2018),Winter Storm,2018-03-01,2786.4
1582,147,64996,1,1,1,0,1,0,1,Western Wildfires California Firestorm (Summer-Fall 2018),Wildfire,2018-06-01,30000.0
1583,156,64996,1,0,0,0,1,0,0,Hurricane Michael (October 2018),Tropical Cyclone,2018-10-10,31218.8
1584,160,64996,0,1,0,0,1,0,0,Texas Hail Storm (March 2019),Severe Storm,2019-03-22,1903.4
1585,166,64996,1,1,0,1,1,0,1,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-06-01,5535.0
1586,17,64996,1,1,0,0,1,0,0,Western Wildfires (Summer 2007),Wildfire,2007-06-01,4139.4
1587,170,64996,0,1,0,0,1,0,0,Texas Tornadoes and Central Severe Weather (October 2019),Severe Storm,2019-10-20,2113.1
1588,174,64996,0,1,0,0,1,0,0,Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,2020-03-27,3120.9
1589,177,64996,1,1,0,0,1,0,0,Southern Severe Weather (April 2020),Severe Storm,2020-04-21,1660.6
1590,185,64996,1,1,0,0,1,0,1,Western Wildfires - California Oregon Washington Firestorms (Fall 2020),Wildfire,2020-08-01,19904.5
1591,194,64996,1,1,0,0,1,0,0,California Flooding and Severe Weather (January 2021),Flooding,2021-01-24,1325.0
1592,195,64996,1,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1593,199,64996,0,1,0,0,1,0,0,Texas and Oklahoma Severe Weather (April 2021),Severe Storm,2021-04-27,3747.4
1594,2,64996,0,1,1,1,1,0,0,Hurricane Dennis (July 2005),Tropical Cyclone,2005-07-09,4017.0
1595,202,64996,1,1,0,0,1,0,1,Western Wildfires (2021),Wildfire,2021-06-01,12064.0
1596,209,64996,1,1,0,0,1,0,0,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
1597,214,64996,1,0,0,0,1,0,0,Texas Hail Storms (February 2022),Severe Storm,2022-02-21,1118.9
1598,216,64996,0,1,0,0,1,0,1,Western Wildfires (Spring-Fall 2022),Wildfire,2022-04-01,3296.6
1599,228,64996,1,1,0,0,1,0,0,Hurricane Ian (September 2022),Tropical Cyclone,2022-09-28,119626.0
1600,230,64996,1,0,0,0,1,0,0,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,8951.7
1601,231,64996,1,1,0,0,1,0,0,California Flooding (December 2022 - March 2023),Flooding,2022-12-26,4725.0
1602,244,64996,1,1,0,0,1,0,0,Texas Hail Storms (May 2023),Severe Storm,2023-05-18,1690.0
1603,257,64996,1,1,0,0,1,0,0,Southern Hail Storms (September 2023),Severe Storm,2023-09-23,1694.5
1604,265,64996,1,1,0,0,1,0,0,Central and Southern Severe Weather (March 2024),Severe Storm,2024-03-12,6151.6
1605,268,64996,1,1,0,0,1,0,0,Central and Southern Tornado Outbreak (April 2024),Severe Storm,2024-04-26,1697.8
1606,269,64996,1,1,0,0,1,0,0,Central Southern Southeastern Tornado Outbreak (May 2024),Severe Storm,2024-05-06,6571.0
1607,273,64996,1,0,0,0,1,0,0,Central Tornado Outbreak (May 2024),Severe Storm,2024-05-25,3466.4
1608,274,64996,1,0,0,0,1,0,0,Texas Hail Storms (May 2024),Severe Storm,2024-05-27,2348.3
1609,284,64996,1,1,0,0,1,0,0,Hurricane Helene (September 2024),Tropical Cyclone,2024-09-24,78721.0
1610,29,64996,1,1,0,0,1,1,0,U.S. Wildfires (Fall 2008),Wildfire,2008-09-01,1777.0
1611,3,64996,1,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1612,30,64996,1,1,0,0,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1613,4,64996,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1614,5,64996,1,1,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1615,56,64996,0,1,0,0,1,0,0,Midwest/Southeast Tornadoes (May 2011),Severe Storm,2011-05-22,12735.6
1616,58,64996,0,1,0,0,1,0,0,Midwest/Southeast Tornadoes and Severe Weather (June 2011),Severe Storm,2011-06-18,2152.3
1617,62,64996,1,1,0,0,1,0,0,Hurricane Irene (August 2011),Tropical Cyclone,2011-08-26,18756.7
1618,68,64996,0,1,0,0,1,0,0,Midwest Tornadoes (April 2012),Severe Storm,2012-04-13,1539.4
1619,69,64996,1,1,0,0,1,0,0,Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,2012-04-28,4488.6
1620,70,64996,0,1,0,0,1,0,0,Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,2012-05-25,3156.1
1621,75,64996,1,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1622,78,64996,1,1,0,0,1,0,0,Southeast Severe Weather (March 2013),Severe Storm,2013-03-18,2747.2
1623,79,64996,1,1,0,0,1,0,0,Midwest/Plains Severe Weather (April 2013),Severe Storm,2013-04-07,1963.8
1624,81,64996,1,1,0,0,1,0,0,Midwest/Plains/East Tornadoes (May 2013),Severe Storm,2013-05-18,3240.5
1625,82,64996,1,1,0,0,1,0,0,Midwest/Plains/Northeast Tornadoes (May 2013),Severe Storm,2013-05-27,2448.4
1626,83,64996,1,1,0,0,1,0,0,Midwest Severe Weather (August 2013),Severe Storm,2013-08-06,1406.7
1627,98,64996,1,0,0,0,1,0,0,Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,2015-04-07,2069.0
1628,99,64996,1,1,0,0,1,0,0,South/Southeast Severe Weather (April 2015),Severe Storm,2015-04-18,1707.6
1629,3,65100,0,1,0,1,0,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1630,4,65100,0,1,0,1,0,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1631,75,65100,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1632,3,65270,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1633,4,65270,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1634,139,65312,0,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
1635,75,65596,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1636,195,65759,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1637,3,65873,1,1,0,0,1,0,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1638,120,65984,1,0,0,0,1,0,1,Louisiana Flooding (August 2016),Flooding,2016-08-12,13300.0
1639,128,65984,1,0,0,0,1,0,0,South/Southeast Severe Weather (March 2017),Severe Storm,2017-03-26,3476.6
1640,13,65984,1,1,0,0,0,0,1,Central Severe Weather (October 2006),Severe Storm,2006-10-02,1371.3
1641,130,65984,1,0,0,0,1,0,0,South and Southeast Severe Weather (April 2017),Severe Storm,2017-04-20,1152.0
1642,131,65984,0,1,0,0,0,0,1,Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,2017-04-25,2156.7
1643,138,65984,1,1,1,1,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
1644,144,65984,1,1,0,0,1,1,1,Southern and Eastern Tornadoes and Severe Weather (April 2018),Severe Storm,2018-04-13,1660.7
1645,161,65984,1,1,0,0,1,1,1,Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,2019-04-13,1540.0
1646,170,65984,1,0,0,0,1,0,0,Texas Tornadoes and Central Severe Weather (October 2019),Severe Storm,2019-10-20,2113.1
1647,171,65984,1,1,0,0,1,0,1,Southeast Tornadoes and Northern Storms and Flooding (January 2020),Severe Storm,2020-01-10,1401.8
1648,172,65984,0,1,0,0,0,0,1,South East and Northeast Severe Weather (February 2020),Severe Storm,2020-02-05,1532.2
1649,177,65984,1,0,0,0,1,0,1,Southern Severe Weather (April 2020),Severe Storm,2020-04-21,1660.6
1650,178,65984,1,0,0,0,1,0,0,Central Southern and Eastern Severe Weather (April 2020),Severe Storm,2020-04-27,1263.3
1651,180,65984,1,0,0,0,1,0,1,South Central and Eastern Severe Weather (May 2020),Severe Storm,2020-05-20,1948.6
1652,188,65984,1,1,1,1,1,0,1,Hurricane Laura (August 2020),Tropical Cyclone,2020-08-27,28090.3
1653,189,65984,0,1,0,0,1,0,0,Hurricane Sally (September 2020),Tropical Cyclone,2020-09-15,8801.5
1654,190,65984,1,1,1,1,1,0,1,Hurricane Delta (October 2020),Tropical Cyclone,2020-10-09,3469.3
1655,191,65984,1,1,1,1,1,0,1,Hurricane Zeta (October 2020),Tropical Cyclone,2020-10-28,5266.0
1656,195,65984,1,1,1,1,1,0,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1657,200,65984,0,1,0,0,0,0,1,Southern Tornadoes and Southeast Severe Weather (May 2021),Severe Storm,2021-05-02,1479.1
1658,209,65984,1,1,1,1,1,0,1,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
1659,21,65984,1,0,0,0,1,0,0,Southeast Tornadoes and Severe Weather (February 2008),Severe Storm,2008-02-05,1805.3
1660,218,65984,1,1,0,0,1,0,1,Southern Severe Weather (April 2022),Severe Storm,2022-04-11,2915.7
1661,219,65984,0,1,0,0,0,0,1,Southern and Central Severe Weather (May 2022),Severe Storm,2022-05-01,1230.1
1662,230,65984,1,1,0,0,1,0,1,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,8951.7
1663,233,65984,0,1,1,0,0,0,1,Southern and Eastern Severe Weather (March 2023),Severe Storm,2023-03-02,6170.0
1664,24,65984,1,0,0,0,1,0,0,Southern Severe Weather (April 2008),Severe Storm,2008-04-09,1528.3
1665,256,65984,0,1,0,0,0,0,1,Hurricane Idalia (August 2023),Tropical Cyclone,2023-08-29,3559.7
1666,28,65984,1,1,1,1,1,0,1,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
1667,280,65984,1,1,0,0,1,0,0,Hurricane Beryl (July 2024),Tropical Cyclone,2024-07-08,7219.0
1668,283,65984,1,1,0,0,1,0,0,Hurricane Francine (September 2024),Tropical Cyclone,2024-09-11,1291.0
1669,3,65984,1,1,1,1,1,1,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1670,30,65984,1,1,1,1,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1671,4,65984,1,1,1,1,1,1,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1672,5,65984,1,0,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1673,50,65984,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes and Derecho (April 2011),Severe Storm,2011-04-04,3885.3
1674,51,65984,1,1,0,0,1,0,0,Southeast/Midwest Tornadoes (April 2011),Severe Storm,2011-04-08,3051.0
1675,52,65984,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes (April 2011),Severe Storm,2011-04-14,2882.9
1676,53,65984,0,1,0,0,1,0,0,Ohio Valley Derecho and Southern Tornadoes (April 2011),Severe Storm,2011-04-19,1452.8
1677,54,65984,1,1,0,0,1,0,0,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04-25,14310.7
1678,62,65984,0,1,0,0,0,0,1,Hurricane Irene (August 2011),Tropical Cyclone,2011-08-26,18756.7
1679,74,65984,1,1,1,1,1,1,1,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08-26,3786.1
1680,75,65984,0,0,1,1,0,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1681,76,65984,1,0,0,0,1,0,0,Southern Severe Weather (February 2013),Severe Storm,2013-02-24,1253.9
1682,8,65984,1,1,0,0,1,0,1,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
1683,40,66004,0,1,0,0,1,0,0,Northeast Winter Storm (February 2010),Winter Storm,2010-02-09,1192.8
1684,75,66004,1,0,1,1,0,0,1,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1685,10,66025,0,1,0,0,1,0,0,Midwest Tornadoes (April 2006),Severe Storm,2006-04-13,3804.9
1686,2,66025,0,1,0,0,1,0,0,Hurricane Dennis (July 2005),Tropical Cyclone,2005-07-09,4017.0
1687,3,66025,1,1,1,1,1,0,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1688,4,66025,1,1,0,0,1,0,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1689,5,66025,1,1,0,1,1,0,1,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1690,8,66025,0,1,0,0,1,0,0,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
1691,3,66382,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1692,4,66382,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1693,195,66740,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1694,3,66740,0,1,0,1,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1695,4,66740,0,1,0,1,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1696,54,66740,0,1,0,0,0,1,0,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04-25,14310.7
1697,56,66740,0,1,0,0,0,1,0,Midwest/Southeast Tornadoes (May 2011),Severe Storm,2011-05-22,12735.6
1698,58,66740,0,1,0,0,0,1,0,Midwest/Southeast Tornadoes and Severe Weather (June 2011),Severe Storm,2011-06-18,2152.3
1699,195,66756,0,1,0,0,1,0,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1700,120,66901,1,0,0,0,1,0,1,Louisiana Flooding (August 2016),Flooding,2016-08-12,13300.0
1701,128,66901,1,0,0,0,1,0,0,South/Southeast Severe Weather (March 2017),Severe Storm,2017-03-26,3476.6
1702,13,66901,1,1,0,0,0,0,1,Central Severe Weather (October 2006),Severe Storm,2006-10-02,1371.3
1703,130,66901,1,0,0,0,1,0,0,South and Southeast Severe Weather (April 2017),Severe Storm,2017-04-20,1152.0
1704,131,66901,0,1,0,0,0,0,1,Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,2017-04-25,2156.7
1705,138,66901,1,1,1,1,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
1706,144,66901,1,1,0,0,1,1,1,Southern and Eastern Tornadoes and Severe Weather (April 2018),Severe Storm,2018-04-13,1660.7
1707,161,66901,1,1,0,0,1,1,0,Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,2019-04-13,1540.0
1708,170,66901,1,0,0,0,1,0,0,Texas Tornadoes and Central Severe Weather (October 2019),Severe Storm,2019-10-20,2113.1
1709,171,66901,1,1,0,0,1,0,1,Southeast Tornadoes and Northern Storms and Flooding (January 2020),Severe Storm,2020-01-10,1401.8
1710,172,66901,0,1,0,0,0,0,1,South East and Northeast Severe Weather (February 2020),Severe Storm,2020-02-05,1532.2
1711,177,66901,1,0,0,0,1,0,1,Southern Severe Weather (April 2020),Severe Storm,2020-04-21,1660.6
1712,178,66901,1,0,0,0,1,0,0,Central Southern and Eastern Severe Weather (April 2020),Severe Storm,2020-04-27,1263.3
1713,180,66901,1,0,0,0,1,0,1,South Central and Eastern Severe Weather (May 2020),Severe Storm,2020-05-20,1948.6
1714,188,66901,1,1,1,1,1,0,1,Hurricane Laura (August 2020),Tropical Cyclone,2020-08-27,28090.3
1715,189,66901,0,1,0,0,1,0,0,Hurricane Sally (September 2020),Tropical Cyclone,2020-09-15,8801.5
1716,190,66901,1,1,1,1,1,0,1,Hurricane Delta (October 2020),Tropical Cyclone,2020-10-09,3469.3
1717,191,66901,1,1,1,1,1,0,1,Hurricane Zeta (October 2020),Tropical Cyclone,2020-10-28,5266.0
1718,195,66901,1,1,1,1,1,0,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
1719,200,66901,0,1,0,0,0,0,1,Southern Tornadoes and Southeast Severe Weather (May 2021),Severe Storm,2021-05-02,1479.1
1720,209,66901,1,1,1,1,1,0,1,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
1721,21,66901,1,0,0,0,1,0,0,Southeast Tornadoes and Severe Weather (February 2008),Severe Storm,2008-02-05,1805.3
1722,218,66901,1,1,0,0,1,0,1,Southern Severe Weather (April 2022),Severe Storm,2022-04-11,2915.7
1723,219,66901,0,1,0,0,0,0,1,Southern and Central Severe Weather (May 2022),Severe Storm,2022-05-01,1230.1
1724,230,66901,1,1,0,0,1,0,1,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,8951.7
1725,233,66901,0,1,1,0,0,0,1,Southern and Eastern Severe Weather (March 2023),Severe Storm,2023-03-02,6170.0
1726,24,66901,1,0,0,0,1,0,0,Southern Severe Weather (April 2008),Severe Storm,2008-04-09,1528.3
1727,256,66901,0,1,0,0,0,0,1,Hurricane Idalia (August 2023),Tropical Cyclone,2023-08-29,3559.7
1728,28,66901,1,1,1,1,1,0,1,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
1729,280,66901,1,1,0,0,1,0,0,Hurricane Beryl (July 2024),Tropical Cyclone,2024-07-08,7219.0
1730,283,66901,1,1,0,0,1,0,0,Hurricane Francine (September 2024),Tropical Cyclone,2024-09-11,1291.0
1731,3,66901,1,1,1,1,1,1,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
1732,30,66901,1,1,1,1,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
1733,4,66901,1,1,1,1,1,1,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
1734,5,66901,1,0,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
1735,50,66901,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes and Derecho (April 2011),Severe Storm,2011-04-04,3885.3
1736,51,66901,1,1,0,0,1,0,0,Southeast/Midwest Tornadoes (April 2011),Severe Storm,2011-04-08,3051.0
1737,52,66901,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes (April 2011),Severe Storm,2011-04-14,2882.9
1738,53,66901,0,1,0,0,1,0,0,Ohio Valley Derecho and Southern Tornadoes (April 2011),Severe Storm,2011-04-19,1452.8
1739,54,66901,1,1,0,0,1,0,0,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04-25,14310.7
1740,62,66901,0,1,0,0,0,0,1,Hurricane Irene (August 2011),Tropical Cyclone,2011-08-26,18756.7
1741,74,66901,1,1,1,1,1,1,1,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08-26,3786.1
1742,75,66901,0,0,1,1,0,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
1743,76,66901,1,0,0,0,1,0,0,Southern Severe Weather (February 2013),Severe Storm,2013-02-24,1253.9
1744,8,66901,1,1,0,0,1,0,1,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
